0.0e0 0.0e0 0.0e0 0.0e0
5.4166e-1 0.0e0 0.0e0 0.0e0
1.08332e0 0.0e0 0.0e0 0.0e0
1.62498001e0 0.0e0 0.0e0 0.0e0
2.16664001e0 0.0e0 0.0e0 0.0e0
2.70830002e0 0.0e0 0.0e0 0.0e0
3.24996002e0 0.0e0 0.0e0 0.0e0
3.79162003e0 0.0e0 0.0e0 0.0e0
4.33328003e0 0.0e0 0.0e0 0.0e0
4.87494003e0 0.0e0 0.0e0 0.0e0
5.4166e0 0.0e0 0.0e0 0.0e0
5.95826e0 0.0e0 0.0e0 0.0e0
6.49992e0 0.0e0 0.0e0 0.0e0
7.04158e0 0.0e0 0.0e0 0.0e0
7.58324e0 0.0e0 0.0e0 0.0e0
8.1249e0 0.0e0 0.0e0 0.0e0
8.66656e0 0.0e0 0.0e0 0.0e0
9.20822e0 0.0e0 0.0e0 0.0e0
9.74988e0 0.0e0 0.0e0 0.0e0
1.029154e1 0.0e0 0.0e0 0.0e0
1.08332e1 0.0e0 0.0e0 0.0e0
1.13748601e1 0.0e0 0.0e0 0.0e0
1.19165201e1 0.0e0 0.0e0 0.0e0
1.24581801e1 0.0e0 0.0e0 0.0e0
1.29998401e1 0.0e0 0.0e0 0.0e0

0.0e0 5.4166e-1 6.2065245e0 6.2065245e0
5.4166e-1 5.4166e-1 5.913129e0 5.913129e0
1.08332e0 5.4166e-1 5.6197331e0 5.6197331e0
1.62498001e0 5.4166e-1 5.3263379e0 5.3263379e0
2.16664001e0 5.4166e-1 5.0329425e0 5.0329425e0
2.70830002e0 5.4166e-1 4.7395464e0 4.7395464e0
3.24996002e0 5.4166e-1 4.446151e0 4.446151e0
3.79162003e0 5.4166e-1 4.1527557e0 4.1527557e0
4.33328003e0 5.4166e-1 3.8593604e0 3.8593604e0
4.87494003e0 5.4166e-1 3.5659642e0 3.5659642e0
5.4166e0 5.4166e-1 3.272569e0 3.272569e0
5.95826e0 5.4166e-1 2.9791736e0 2.9791736e0
6.49992e0 5.4166e-1 2.6857774e0 2.6857774e0
7.04158e0 5.4166e-1 2.3923822e0 2.3923822e0
7.58324e0 5.4166e-1 2.0989868e0 2.0989868e0
8.1249e0 5.4166e-1 1.8055916e0 1.8055916e0
8.66656e0 5.4166e-1 1.5121954e0 1.5121954e0
9.20822e0 5.4166e-1 1.2188e0 1.2188e0
9.74988e0 5.4166e-1 9.254048e-1 9.254048e-1
1.029154e1 5.4166e-1 6.32012e-1 6.32012e-1
1.08332e1 5.4166e-1 3.386101e-1 3.386101e-1
1.13748601e1 5.4166e-1 4.52164e-2 4.52164e-2
1.19165201e1 5.4166e-1 -2.481772e-1 -2.481772e-1
1.24581801e1 5.4166e-1 -5.415709e-1 -5.415709e-1
1.29998401e1 5.4166e-1 -8.349728e-1 -8.349728e-1

0.0e0 1.08332e0 1.1826265e1 1.1826265e1
5.4166e-1 1.08332e0 1.1239474e1 1.1239474e1
1.08332e0 1.08332e0 1.0652682e1 1.0652682e1
1.62498001e0 1.08332e0 1.006589e1 1.006589e1
2.16664001e0 1.08332e0 9.4791e0 9.4791e0
2.70830002e0 1.08332e0 8.892308e0 8.892308e0
3.24996002e0 1.08332e0 8.305516e0 8.305516e0
3.79162003e0 1.08332e0 7.718726e0 7.718726e0
4.33328003e0 1.08332e0 7.131935e0 7.131935e0
4.87494003e0 1.08332e0 6.545142e0 6.545142e0
5.4166e0 1.08332e0 5.958351e0 5.958351e0
5.95826e0 1.08332e0 5.37156e0 5.37156e0
6.49992e0 1.08332e0 4.784767e0 4.784767e0
7.04158e0 1.08332e0 4.197977e0 4.197977e0
7.58324e0 1.08332e0 3.611186e0 3.611186e0
8.1249e0 1.08332e0 3.024394e0 3.024394e0
8.66656e0 1.08332e0 2.437602e0 2.437602e0
9.20822e0 1.08332e0 1.850812e0 1.850812e0
9.74988e0 1.08332e0 1.26402e0 1.26402e0
1.029154e1 1.08332e0 6.77234e-1 6.77234e-1
1.08332e1 1.08332e0 9.043e-2 9.043e-2
1.13748601e1 1.08332e0 -4.96358e-1 -4.96358e-1
1.19165201e1 1.08332e0 -1.083145e0 -1.083145e0
1.24581801e1 1.08332e0 -1.669933e0 -1.669933e0
1.29998401e1 1.08332e0 -2.256737e0 -2.256737e0

0.0e0 1.62498001e0 1.6859203e1 1.6859203e1
5.4166e-1 1.62498001e0 1.5979016e1 1.5979016e1
1.08332e0 1.62498001e0 1.5098828e1 1.5098828e1
1.62498001e0 1.62498001e0 1.4218643e1 1.4218643e1
2.16664001e0 1.62498001e0 1.3338457e1 1.3338457e1
2.70830002e0 1.62498001e0 1.2458269e1 1.2458269e1
3.24996002e0 1.62498001e0 1.1578082e1 1.1578082e1
3.79162003e0 1.62498001e0 1.0697896e1 1.0697896e1
4.33328003e0 1.62498001e0 9.817711e0 9.817711e0
4.87494003e0 1.62498001e0 8.937521e0 8.937521e0
5.4166e0 1.62498001e0 8.057336e0 8.057336e0
5.95826e0 1.62498001e0 7.17715e0 7.17715e0
6.49992e0 1.62498001e0 6.29696e0 6.29696e0
7.04158e0 1.62498001e0 5.416774e0 5.416774e0
